id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
15948,Жумабаев Нурлан,18,female,62,69,52,high,9,92,98
15949,Кудайбергенов Марат,20,female,61,51,53,high,9,95,94
15950,Исмаилов Айгуль,25,male,55,69,75,low,2,91,95
15951,Асанов Айжан,24,male,97,72,91,high,8,70,65
15952,Сариев Тимур,22,male,68,70,84,medium,6,75,69
15953,Кубатбеков Айжан,19,female,68,72,61,medium,6,66,83
15954,Кудайбергенов Кундуз,19,female,94,82,70,medium,2,92,86
15955,Шаршенов Тимур,24,female,100,78,86,high,10,57,64
15956,Исмаилов Жанара,22,male,64,61,53,high,8,98,78
15957,Жумабаев Жанат,25,female,68,81,55,medium,1,52,99
15958,Токтосунов Кундуз,24,male,88,69,78,high,1,83,55
15959,Бекмурзаев Айжан,20,female,67,60,94,low,7,85,62
15960,Асанов Нурлан,19,female,81,84,78,medium,7,68,74
15961,Шаршенов Эльмира,20,male,85,75,86,high,0,75,81
15962,Шаршенов Кундуз,23,male,83,80,56,low,8,52,54
15963,Исмаилов Гулнара,23,male,92,92,62,low,8,89,55
15964,Асанов Азиз,21,female,93,84,55,low,8,81,76
15965,Асанов Эрмек,25,male,71,54,89,low,4,98,90
15966,Токтосунов Назгуль,23,male,96,73,76,high,10,52,82
15967,Асанов Кундуз,22,female,96,77,97,low,10,50,72
15968,Кудайбергенов Азиз,19,male,60,68,83,low,2,50,64
15969,Кубатбеков Тимур,24,female,87,50,100,medium,8,52,86
15970,Усенов Айжан,24,male,51,66,56,medium,1,50,54
15971,Усенов Айжан,22,male,90,71,56,medium,4,78,60
15972,Усенов Гулнара,20,female,78,88,95,medium,2,60,65
15973,Кубатбеков Жанара,25,male,50,98,53,medium,1,74,97
15974,Бекмурзаев Жанара,22,male,80,88,79,medium,0,81,78
15975,Токтосунов Бакыт,21,male,60,94,93,low,4,63,50
15976,Шаршенов Айгуль,22,female,57,74,97,medium,1,72,65
15977,Жумабаев Канат,18,female,59,69,99,medium,1,59,67
15978,Шаршенов Рустам,25,female,79,91,97,high,7,77,80
15979,Усенов Азиз,25,female,97,96,86,medium,0,95,67
15980,Токтосунов Асель,20,male,97,76,63,low,2,74,100
15981,Кубатбеков Марат,23,male,79,83,51,medium,8,54,64
15982,Асанов Гулнара,25,male,65,85,56,high,5,97,94
15983,Жумабаев Рустам,18,male,64,98,91,medium,5,88,56
15984,Исмаилов Нурлан,18,female,85,77,81,medium,7,98,93
15985,Сариев Айжан,21,female,71,57,85,high,8,51,98
15986,Бекмурзаев Марат,20,female,55,92,68,medium,5,99,52
15987,Исмаилов Бегимай,23,female,71,89,80,high,9,71,64
15988,Кубатбеков Жамиля,18,male,54,81,68,high,0,75,77
15989,Исмаилов Айбек,20,male,55,52,79,low,2,95,97
15990,Кубатбеков Жанара,20,male,69,97,95,high,1,68,85
15991,Кубатбеков Айбек,24,female,97,50,85,medium,6,98,65
15992,Шаршенов Гулнара,18,female,77,96,68,high,6,96,67
15993,Токтосунов Жанат,21,female,67,59,52,low,1,50,70
15994,Кудайбергенов Жанара,23,male,84,92,57,medium,9,64,93
15995,Жумабаев Марат,19,female,63,96,77,high,8,53,66
15996,Сариев Кундуз,25,female,51,64,96,high,1,81,71
15997,Сариев Айгуль,19,male,86,70,54,high,6,96,82
15998,Кудайбергенов Айгуль,23,female,80,69,97,medium,7,55,82
15999,Кудайбергенов Кундуз,20,female,87,98,59,low,6,94,59
16000,Бекмурзаев Гулнара,23,male,50,62,51,high,5,58,92
16001,Токтосунов Назгуль,22,female,55,95,92,medium,6,66,63
16002,Исмаилов Бакыт,19,female,79,58,82,high,4,95,97
16003,Усенов Жанат,24,female,92,80,86,high,9,80,57
16004,Шаршенов Тимур,22,female,64,89,63,medium,4,75,99
16005,Исмаилов Айбек,23,female,62,92,81,medium,7,95,69
16006,Бекмурзаев Марат,19,male,56,69,61,high,2,76,79
16007,Бекмурзаев Жамиля,20,male,99,51,86,high,8,71,79
16008,Шаршенов Бегимай,22,female,71,57,77,high,8,64,52
16009,Жумабаев Марат,19,male,51,60,97,medium,4,86,94
16010,Жумабаев Азиз,22,male,60,66,99,low,0,92,66
16011,Шаршенов Назгуль,19,male,90,53,80,high,6,92,99
16012,Токтосунов Жанара,25,female,59,58,71,medium,1,56,95
16013,Кудайбергенов Эльмира,22,male,59,91,72,high,0,90,82
16014,Бекмурзаев Жанат,23,female,78,58,89,low,5,100,89
16015,Асанов Канат,23,male,94,84,65,high,6,92,67
16016,Асанов Асель,24,male,97,63,93,medium,7,78,50
16017,Кубатбеков Гулнара,24,female,93,50,71,low,0,65,89
16018,Асанов Рустам,19,male,53,57,98,medium,0,61,78
16019,Асанов Жанара,21,male,90,55,94,high,8,68,57
16020,Сариев Марат,20,female,90,99,68,high,5,97,98
16021,Кудайбергенов Бакыт,24,female,85,56,92,high,9,96,99
16022,Усенов Айжан,22,female,67,60,90,medium,7,99,50
16023,Сариев Айжан,18,female,55,52,95,medium,2,82,60
16024,Сариев Жамиля,25,female,58,97,69,high,6,58,98
16025,Сариев Эрмек,18,male,56,69,78,low,5,98,69
16026,Асанов Бакыт,25,female,70,84,77,high,3,50,62
16027,Кубатбеков Асель,23,male,92,66,78,high,4,80,97
16028,Кудайбергенов Эрмек,23,male,59,77,64,medium,6,66,51
16029,Сариев Эрмек,24,male,65,84,70,high,8,63,56
16030,Асанов Айбек,21,male,61,90,65,high,6,86,63
16031,Асанов Назгуль,22,female,93,66,73,low,1,68,64
16032,Шаршенов Нурлан,25,female,52,86,80,low,7,69,99
16033,Исмаилов Кундуз,19,male,62,79,63,high,10,74,100
16034,Усенов Жанара,23,male,54,75,87,medium,3,64,52
16035,Бекмурзаев Назгуль,20,female,93,84,73,high,5,73,85
16036,Жумабаев Канат,21,female,98,67,89,medium,3,83,89
16037,Шаршенов Гулнара,21,female,91,63,92,low,4,73,69
16038,Кудайбергенов Айбек,18,female,93,68,91,low,9,92,56
16039,Усенов Канат,23,female,80,54,62,medium,0,97,76
16040,Кудайбергенов Жанара,25,male,74,93,66,medium,10,61,85
16041,Асанов Рустам,24,male,58,58,94,low,7,61,99
16042,Асанов Канат,19,male,57,99,100,high,3,72,92
16043,Кубатбеков Бегимай,23,male,70,83,65,low,0,94,78
16044,Жумабаев Назгуль,24,female,95,59,76,low,9,100,79
16045,Токтосунов Жамиля,22,male,62,54,84,low,3,97,56
16046,Усенов Бакыт,25,male,84,84,64,low,7,99,87
16047,Жумабаев Бегимай,23,female,87,99,100,medium,3,61,57
16048,Токтосунов Жанара,25,male,68,51,68,low,8,91,51
16049,Сариев Айгуль,21,female,88,75,67,medium,4,98,62
16050,Токтосунов Бакыт,25,male,89,83,59,medium,3,71,81
16051,Жумабаев Канат,21,female,96,69,51,low,7,92,83
16052,Асанов Азиз,22,female,99,72,98,high,1,76,68
16053,Исмаилов Жанара,25,male,67,63,77,medium,3,66,66
16054,Бекмурзаев Кундуз,24,male,56,63,84,medium,8,86,83
16055,Кудайбергенов Асель,18,female,77,60,52,low,4,55,61
16056,Исмаилов Азиз,19,male,62,96,93,low,8,52,50
16057,Усенов Канат,19,female,62,99,89,high,4,60,77
16058,Асанов Жанара,19,female,66,97,90,low,3,53,58
16059,Кудайбергенов Эрмек,18,male,96,87,98,high,1,70,55
16060,Исмаилов Назгуль,25,female,98,90,84,medium,8,95,52
16061,Исмаилов Айбек,21,female,66,70,82,low,6,54,94
16062,Сариев Гулнара,19,male,58,54,92,medium,6,94,64
16063,Шаршенов Айжан,21,male,99,80,56,low,6,64,91
16064,Усенов Марат,21,female,80,65,97,high,10,84,59
16065,Асанов Жамиля,24,female,80,76,97,high,8,97,93
16066,Кудайбергенов Жанара,24,male,91,72,93,medium,0,100,57
16067,Усенов Жанара,21,female,76,69,71,medium,3,97,64
16068,Жумабаев Бакыт,24,female,68,74,91,medium,9,64,52
16069,Кубатбеков Айбек,19,female,79,66,62,high,9,62,52
16070,Исмаилов Кундуз,22,male,97,50,61,high,6,87,99
16071,Жумабаев Жанат,19,male,67,52,68,high,0,63,94
16072,Исмаилов Азиз,19,female,99,53,60,low,10,58,89
16073,Асанов Тимур,23,male,66,72,70,low,9,72,55
16074,Бекмурзаев Марат,18,female,93,93,80,high,2,67,69
16075,Токтосунов Жанара,21,male,70,55,64,medium,1,50,52
16076,Исмаилов Марат,22,male,93,67,80,low,7,92,61
16077,Усенов Бакыт,22,female,54,70,80,medium,2,60,66
16078,Бекмурзаев Айгуль,21,female,56,100,61,low,8,85,68
16079,Кубатбеков Жанара,18,male,70,78,59,medium,6,51,69
16080,Бекмурзаев Эрмек,25,male,60,65,55,high,7,82,81
16081,Кубатбеков Рустам,21,male,78,69,68,medium,9,59,66
16082,Бекмурзаев Тимур,23,female,69,89,94,low,4,82,72
16083,Кубатбеков Бакыт,24,male,81,55,59,high,8,99,74
16084,Токтосунов Марат,25,female,63,79,94,high,3,56,97
16085,Кубатбеков Эрмек,24,female,63,53,54,low,8,90,71
16086,Жумабаев Рустам,21,male,97,73,77,high,8,63,92
16087,Исмаилов Азиз,21,female,72,86,67,low,2,77,86
16088,Усенов Бегимай,20,male,89,83,64,medium,7,100,93
16089,Кудайбергенов Айгуль,25,male,53,80,80,high,9,59,91
16090,Усенов Бегимай,19,male,71,55,55,low,2,79,89
16091,Сариев Марат,25,female,84,64,75,low,10,51,73
16092,Асанов Асель,20,male,59,85,79,medium,0,93,64
16093,Кудайбергенов Жанат,21,female,72,80,72,low,0,84,55
16094,Токтосунов Эльмира,25,male,90,68,78,medium,9,75,82
16095,Бекмурзаев Жанара,21,male,83,68,54,low,8,75,72
16096,Шаршенов Жамиля,23,female,98,78,58,low,9,86,65
16097,Шаршенов Асель,24,male,60,66,78,medium,2,100,63
16098,Жумабаев Канат,22,male,71,98,70,medium,4,93,89
16099,Жумабаев Эрмек,21,female,89,94,73,low,1,81,74
16100,Сариев Айбек,20,female,75,65,62,medium,9,77,99
16101,Шаршенов Канат,18,female,92,68,69,medium,0,74,81
16102,Усенов Асель,21,female,100,82,89,high,9,73,50
16103,Бекмурзаев Жанара,21,female,66,95,67,low,4,54,93
16104,Токтосунов Назгуль,18,male,86,99,51,high,9,58,98
16105,Асанов Канат,19,female,59,67,61,low,8,61,74
16106,Кудайбергенов Гулнара,18,male,76,96,89,high,1,77,59
16107,Токтосунов Марат,20,male,81,96,61,low,0,89,55
16108,Исмаилов Асель,19,male,95,95,70,high,4,59,63
16109,Усенов Жамиля,18,male,83,59,83,medium,7,99,77
16110,Кудайбергенов Кундуз,21,male,80,85,62,high,10,88,92
16111,Токтосунов Канат,20,female,93,84,64,low,1,96,83
16112,Жумабаев Марат,20,female,73,94,53,medium,6,63,76
16113,Асанов Айгуль,20,female,68,79,79,medium,10,60,100
16114,Сариев Асель,21,male,86,86,50,low,6,61,84
16115,Сариев Бакыт,21,female,54,99,83,medium,1,52,59
16116,Шаршенов Канат,18,male,62,91,62,medium,5,52,80
16117,Кудайбергенов Жанат,21,female,70,64,60,high,9,92,68
16118,Сариев Бакыт,24,male,56,85,95,high,8,53,64
16119,Шаршенов Нурлан,23,female,76,85,61,low,8,55,70
16120,Кудайбергенов Марат,19,female,69,83,83,high,6,71,97
16121,Жумабаев Айбек,23,female,96,80,77,medium,2,50,84
16122,Шаршенов Жамиля,23,male,95,100,94,high,1,55,58
16123,Асанов Бегимай,19,male,87,84,56,low,0,75,94
16124,Шаршенов Назгуль,19,male,52,69,58,medium,6,97,58
16125,Шаршенов Канат,25,male,58,58,82,low,7,69,94
16126,Бекмурзаев Эльмира,20,male,65,60,94,medium,6,85,96
16127,Шаршенов Айжан,18,male,76,55,96,medium,1,80,85
16128,Бекмурзаев Бегимай,21,male,99,97,75,low,3,71,83
16129,Кудайбергенов Азиз,24,male,73,55,79,high,10,70,73
16130,Шаршенов Эрмек,18,female,68,79,87,low,2,58,100
16131,Усенов Бегимай,24,female,85,99,70,low,2,80,64
16132,Жумабаев Бакыт,24,male,100,93,53,medium,1,93,55
16133,Шаршенов Канат,20,male,86,71,57,low,7,76,63
16134,Исмаилов Жамиля,18,male,96,50,70,low,10,64,91
16135,Усенов Жамиля,22,male,91,71,80,low,10,72,73
16136,Шаршенов Эльмира,23,female,55,50,72,high,7,74,55
16137,Кубатбеков Марат,19,female,90,70,71,high,4,68,57
16138,Усенов Рустам,19,male,99,75,54,high,10,70,77
16139,Усенов Гулнара,22,male,66,81,58,medium,3,64,63
16140,Кубатбеков Айбек,19,female,78,53,78,low,8,70,67
16141,Исмаилов Айжан,22,female,89,61,96,medium,1,83,93
16142,Токтосунов Рустам,20,male,81,60,84,low,8,50,62
16143,Кубатбеков Эрмек,18,female,56,85,63,low,0,53,80
16144,Сариев Азиз,21,female,56,60,78,high,3,52,84
16145,Жумабаев Гулнара,22,male,80,92,82,low,0,51,61
16146,Шаршенов Айбек,23,male,97,82,59,medium,6,83,83
16147,Жумабаев Назгуль,23,female,79,90,51,high,9,95,51
16148,Кудайбергенов Эрмек,22,male,65,55,51,high,4,74,88
16149,Шаршенов Тимур,23,male,85,66,53,high,9,89,83
16150,Асанов Эльмира,18,female,76,66,75,low,9,52,59
16151,Усенов Жамиля,18,female,79,72,83,low,9,50,52
16152,Жумабаев Айгуль,22,male,83,93,66,high,7,66,75
16153,Бекмурзаев Нурлан,23,female,57,55,50,low,0,69,57
16154,Асанов Бакыт,23,male,96,82,80,low,1,88,70
16155,Бекмурзаев Асель,18,male,100,98,71,high,7,83,80
16156,Усенов Айжан,18,male,76,64,51,high,8,93,55
16157,Токтосунов Назгуль,23,male,51,61,57,low,1,63,59
16158,Бекмурзаев Бакыт,18,male,99,98,73,low,6,66,54
16159,Исмаилов Эрмек,18,female,56,68,69,medium,3,96,78
16160,Токтосунов Жанара,18,female,66,83,94,medium,9,68,87
16161,Сариев Асель,19,male,86,94,71,low,4,96,91
16162,Жумабаев Бакыт,23,male,90,50,81,medium,7,65,96
16163,Асанов Бегимай,19,female,89,52,56,low,0,69,91
16164,Токтосунов Тимур,23,female,51,98,96,medium,7,96,51
16165,Кубатбеков Бегимай,19,female,85,83,60,low,10,56,55
16166,Токтосунов Тимур,21,male,64,56,59,high,4,96,93
16167,Шаршенов Нурлан,21,male,58,79,62,high,6,62,76
16168,Исмаилов Бегимай,21,female,86,61,50,medium,7,70,74
16169,Асанов Канат,21,female,79,98,99,high,3,77,67
16170,Шаршенов Бегимай,25,female,58,86,85,high,0,54,54
16171,Исмаилов Бегимай,25,male,73,98,59,low,4,50,73
16172,Асанов Жамиля,24,male,68,83,77,medium,4,61,66
16173,Исмаилов Бегимай,24,female,96,60,93,medium,0,55,77
16174,Кудайбергенов Тимур,25,female,81,96,59,low,2,90,57
16175,Жумабаев Назгуль,23,female,63,55,99,low,8,84,75
16176,Кудайбергенов Азиз,19,female,69,82,54,low,3,81,83
16177,Бекмурзаев Айгуль,24,female,97,81,64,medium,7,68,54
16178,Кубатбеков Асель,22,female,77,91,88,high,2,57,51
16179,Жумабаев Канат,22,male,63,99,86,high,2,61,87
16180,Шаршенов Айжан,25,female,65,65,81,low,9,92,59
16181,Кудайбергенов Айжан,24,male,59,100,67,low,4,97,95
16182,Исмаилов Канат,20,female,73,81,67,low,0,89,65
16183,Токтосунов Тимур,18,female,92,54,92,high,3,87,70
16184,Токтосунов Жамиля,22,female,59,79,79,medium,6,55,84
16185,Шаршенов Айжан,25,female,67,74,96,medium,8,92,91
16186,Жумабаев Айжан,21,male,72,81,93,medium,2,65,93
16187,Исмаилов Азиз,22,male,99,83,79,high,10,55,90
16188,Жумабаев Жамиля,25,female,61,89,78,high,8,94,71
16189,Усенов Рустам,21,male,100,50,50,medium,9,83,61
16190,Бекмурзаев Эрмек,21,male,74,83,60,high,1,86,88
16191,Сариев Эрмек,21,male,83,81,95,medium,4,65,69
16192,Асанов Марат,19,female,56,78,60,low,5,50,92
16193,Шаршенов Марат,25,female,86,57,51,high,0,93,86
16194,Исмаилов Бегимай,23,male,68,88,64,low,6,80,82
16195,Жумабаев Тимур,19,male,66,85,76,medium,10,88,93
16196,Токтосунов Эльмира,23,male,77,95,86,high,7,86,60
16197,Асанов Нурлан,19,male,81,65,52,high,1,56,71
16198,Кубатбеков Бегимай,22,female,100,95,58,low,10,64,65
16199,Бекмурзаев Канат,22,female,99,51,54,high,10,53,96
16200,Сариев Тимур,23,male,56,80,55,high,5,74,62
16201,Асанов Жанара,21,female,81,95,54,medium,1,84,75
16202,Кудайбергенов Канат,24,male,100,95,78,medium,9,97,62
16203,Шаршенов Азиз,18,female,95,87,83,low,1,68,88
16204,Исмаилов Жамиля,18,male,69,97,74,high,6,94,60
16205,Шаршенов Бакыт,20,female,54,91,56,medium,10,65,78
16206,Кудайбергенов Эрмек,21,female,71,95,51,high,2,79,69
16207,Асанов Нурлан,19,male,79,87,94,high,2,99,90
16208,Жумабаев Эльмира,20,female,68,64,80,high,8,67,82
16209,Кудайбергенов Асель,25,male,53,71,72,high,5,95,88
16210,Жумабаев Нурлан,20,male,100,54,87,medium,3,72,53
16211,Кубатбеков Айгуль,18,female,55,83,64,medium,6,69,61
16212,Исмаилов Назгуль,22,male,55,82,54,medium,0,93,59
16213,Усенов Айгуль,24,male,62,83,86,medium,10,85,56
16214,Исмаилов Нурлан,19,male,51,79,69,high,9,68,94
16215,Жумабаев Айгуль,24,male,58,91,54,low,4,53,81
16216,Кубатбеков Айжан,24,male,100,73,100,low,6,72,81
16217,Асанов Айбек,19,male,56,68,89,medium,0,78,94
16218,Бекмурзаев Жанара,20,male,83,72,75,low,4,76,98
16219,Бекмурзаев Кундуз,18,male,91,55,59,high,8,64,67
16220,Исмаилов Асель,18,male,82,96,73,high,7,94,56
16221,Сариев Айгуль,21,female,73,91,63,high,1,67,96
16222,Исмаилов Айбек,21,female,55,58,94,medium,3,53,59
16223,Усенов Тимур,24,male,62,96,86,high,7,70,64
16224,Асанов Бегимай,23,male,94,73,68,low,4,83,80
16225,Кубатбеков Рустам,20,female,62,76,81,high,3,67,54
16226,Усенов Асель,18,male,59,68,86,low,1,79,90
16227,Усенов Азиз,18,female,66,88,62,medium,9,73,65
16228,Кубатбеков Жанара,23,female,56,91,59,low,4,55,62
16229,Усенов Канат,20,female,82,87,55,high,10,85,92
16230,Кубатбеков Бегимай,25,female,63,67,76,low,5,89,59
16231,Жумабаев Айбек,20,male,62,80,65,low,0,71,61
16232,Исмаилов Жанара,21,male,78,92,63,high,2,90,94
16233,Бекмурзаев Асель,21,male,70,85,65,low,4,85,72
16234,Исмаилов Бакыт,23,female,59,79,77,high,0,99,85
16235,Шаршенов Жанат,25,female,99,61,69,high,2,95,73
16236,Бекмурзаев Айбек,20,female,71,93,97,high,7,57,100
16237,Сариев Тимур,22,female,88,66,74,high,6,63,90
16238,Жумабаев Азиз,19,male,90,63,56,medium,2,73,62
16239,Усенов Жанара,24,female,78,100,81,low,8,85,60
16240,Усенов Жанат,21,female,90,76,61,medium,7,90,74
16241,Жумабаев Нурлан,21,female,90,60,78,high,2,100,81
16242,Токтосунов Жамиля,22,female,54,60,76,medium,10,59,74
16243,Кубатбеков Тимур,20,female,90,53,68,low,3,72,77
16244,Асанов Айбек,24,male,62,91,67,low,4,84,86
16245,Сариев Канат,18,male,83,92,75,medium,4,58,78
16246,Асанов Нурлан,18,female,50,66,62,medium,10,73,98
16247,Исмаилов Эрмек,20,female,91,59,71,high,0,74,92
16248,Токтосунов Айбек,21,female,52,59,71,high,4,59,52
16249,Исмаилов Айбек,22,female,77,91,56,high,0,70,62
16250,Жумабаев Асель,23,female,66,62,69,low,6,70,60
16251,Кудайбергенов Айжан,21,male,70,69,83,high,9,84,79
16252,Кубатбеков Бакыт,23,male,79,87,56,medium,10,77,54
16253,Жумабаев Тимур,25,female,56,84,54,medium,4,55,76
16254,Кубатбеков Жамиля,21,male,86,54,55,high,0,96,65
16255,Исмаилов Назгуль,22,female,99,61,61,medium,7,72,79
16256,Асанов Гулнара,18,male,55,75,91,high,5,74,88
16257,Исмаилов Жанат,23,female,75,81,50,low,7,97,56
16258,Токтосунов Бегимай,25,female,93,94,60,medium,1,76,88
16259,Кудайбергенов Жанат,22,male,55,94,100,medium,2,68,88
16260,Шаршенов Айбек,19,male,91,84,97,low,2,75,90
16261,Асанов Жанара,22,male,77,50,82,high,6,64,97
16262,Асанов Бегимай,18,male,70,67,88,low,1,59,55
16263,Токтосунов Тимур,20,female,70,87,87,low,7,72,97
16264,Шаршенов Азиз,22,female,59,97,70,medium,4,69,93
16265,Бекмурзаев Жанат,20,male,79,71,61,medium,1,87,88
16266,Асанов Жанат,20,male,77,99,60,high,4,77,82
16267,Шаршенов Азиз,25,male,68,85,90,high,4,98,50
16268,Кубатбеков Гулнара,20,male,95,55,84,medium,5,65,82
16269,Кубатбеков Жамиля,22,female,65,76,80,high,2,83,69
16270,Усенов Тимур,19,male,64,74,94,high,1,75,70
16271,Кубатбеков Тимур,22,female,85,51,99,low,10,87,66
16272,Шаршенов Айжан,18,female,63,81,75,medium,6,50,90
16273,Шаршенов Азиз,19,female,85,92,51,medium,8,58,100
16274,Бекмурзаев Азиз,21,female,50,74,65,medium,3,62,82
16275,Сариев Бегимай,22,female,98,80,56,medium,9,92,78
16276,Бекмурзаев Бегимай,25,female,57,85,60,medium,1,64,58
16277,Кубатбеков Бегимай,22,male,68,89,72,low,1,88,81
16278,Бекмурзаев Айбек,23,female,83,91,62,high,3,93,59
16279,Кудайбергенов Кундуз,25,male,83,88,90,high,8,62,97
16280,Токтосунов Гулнара,18,male,73,84,64,low,1,64,59
16281,Исмаилов Азиз,19,female,96,100,78,high,8,63,50
16282,Шаршенов Гулнара,18,male,51,54,53,medium,7,72,73
16283,Кудайбергенов Бегимай,18,female,76,59,69,high,0,68,68
16284,Шаршенов Эрмек,24,female,56,61,86,low,10,50,62
16285,Кубатбеков Жанара,24,female,98,56,88,medium,8,65,81
16286,Сариев Гулнара,21,male,89,76,91,medium,1,63,86
16287,Бекмурзаев Бакыт,18,female,60,75,87,low,0,84,82
16288,Бекмурзаев Жанара,19,female,78,97,87,high,2,86,96
16289,Усенов Жанара,25,female,60,94,55,high,9,58,57
16290,Усенов Эрмек,18,male,74,70,56,high,7,51,74
16291,Жумабаев Рустам,22,male,81,59,90,high,5,55,95
16292,Шаршенов Айжан,22,female,64,93,100,high,9,95,91
16293,Усенов Айжан,22,male,86,76,82,medium,5,88,61
16294,Асанов Жамиля,18,male,52,94,85,high,6,92,89
16295,Кубатбеков Айгуль,22,male,89,100,68,medium,3,78,84
16296,Сариев Рустам,25,male,50,66,52,high,7,98,54
16297,Кудайбергенов Рустам,20,male,91,98,83,low,3,63,76
16298,Усенов Марат,21,female,54,58,63,medium,10,96,83
16299,Токтосунов Айжан,18,male,96,80,53,low,9,55,74
16300,Бекмурзаев Эльмира,21,female,88,76,75,medium,1,54,77
16301,Токтосунов Эрмек,24,male,76,80,88,high,2,86,83
16302,Сариев Кундуз,19,male,85,91,100,low,1,96,62
16303,Асанов Бакыт,21,male,78,98,62,medium,5,90,93
16304,Сариев Жанат,18,female,89,61,79,low,5,57,63
16305,Токтосунов Марат,25,male,99,54,53,high,1,50,80
16306,Кубатбеков Назгуль,22,male,100,64,56,low,2,65,82
16307,Жумабаев Жанара,25,male,99,72,59,medium,2,51,78
16308,Шаршенов Канат,18,male,78,68,56,high,6,60,66
16309,Жумабаев Азиз,19,male,71,66,83,low,6,100,55
16310,Кудайбергенов Гулнара,22,female,92,89,86,medium,7,67,56
16311,Исмаилов Айгуль,20,male,82,84,53,medium,10,53,95
16312,Кубатбеков Канат,21,female,51,67,90,low,6,91,96
16313,Шаршенов Эльмира,22,male,86,100,72,medium,3,51,88
16314,Сариев Канат,22,male,52,93,66,medium,1,56,51
16315,Шаршенов Азиз,24,male,88,66,98,high,4,89,76
16316,Шаршенов Гулнара,23,male,56,62,81,high,4,79,92
16317,Кудайбергенов Нурлан,22,male,61,92,68,high,9,66,64
16318,Исмаилов Эльмира,19,male,50,75,65,high,3,90,61
16319,Исмаилов Кундуз,21,male,72,69,80,low,4,53,54
16320,Кубатбеков Асель,20,female,64,69,57,low,4,78,68
16321,Усенов Азиз,25,male,53,69,97,low,9,52,75
16322,Усенов Айгуль,20,female,100,95,52,medium,4,77,80
16323,Исмаилов Азиз,22,male,82,99,80,low,4,91,93
16324,Кубатбеков Асель,18,male,79,97,83,low,10,86,81
16325,Сариев Гулнара,22,female,52,66,81,low,4,62,90
16326,Бекмурзаев Эльмира,25,male,83,78,62,high,8,79,91
16327,Кудайбергенов Айжан,23,female,71,72,87,low,4,75,93
16328,Сариев Айжан,19,male,92,53,66,high,2,91,93
16329,Асанов Нурлан,21,female,71,75,65,medium,2,73,89
16330,Бекмурзаев Жанат,20,female,94,69,85,high,3,71,90
16331,Сариев Назгуль,20,female,65,76,65,low,7,76,87
16332,Асанов Эрмек,22,female,50,70,51,high,8,98,89
16333,Асанов Эрмек,18,female,92,71,70,high,8,68,88
16334,Токтосунов Асель,25,female,79,68,58,high,7,66,66
16335,Шаршенов Эльмира,21,female,57,78,69,medium,6,96,100
16336,Кубатбеков Жанара,23,female,74,83,68,medium,9,51,87
16337,Усенов Азиз,25,female,81,80,60,low,2,60,96
16338,Кудайбергенов Эрмек,23,female,85,55,98,high,6,72,59
16339,Асанов Айгуль,19,male,95,91,57,low,0,56,85
16340,Кудайбергенов Жанат,20,male,86,84,75,medium,10,63,91
16341,Шаршенов Гулнара,18,female,58,71,89,low,4,50,84
16342,Токтосунов Айжан,20,female,80,61,91,medium,3,96,72
16343,Бекмурзаев Асель,23,female,94,53,98,low,6,69,83
16344,Жумабаев Канат,18,female,83,62,86,high,3,71,94
16345,Усенов Жамиля,23,female,88,78,74,medium,8,65,91
16346,Жумабаев Айгуль,19,female,52,55,97,low,9,97,71
16347,Усенов Азиз,18,female,91,71,72,high,4,78,63
16348,Кудайбергенов Айгуль,24,male,75,57,96,low,1,99,54
16349,Асанов Марат,21,female,90,83,53,low,7,83,100
16350,Жумабаев Азиз,19,female,100,76,73,medium,6,87,67
16351,Шаршенов Айжан,22,female,58,66,61,medium,7,75,84
16352,Шаршенов Нурлан,21,male,75,100,61,high,3,62,82
16353,Токтосунов Айгуль,24,male,70,85,60,high,5,62,77
16354,Кубатбеков Айбек,23,female,81,52,96,medium,2,89,74
16355,Жумабаев Жанара,22,male,99,85,99,medium,2,74,66
16356,Сариев Тимур,25,female,60,54,91,medium,6,74,59
16357,Кубатбеков Айжан,25,male,89,54,59,high,3,92,83
16358,Бекмурзаев Эрмек,20,female,50,86,75,medium,9,95,56
16359,Жумабаев Эрмек,22,female,71,63,79,medium,10,91,71
16360,Токтосунов Жанат,22,male,100,91,71,high,7,60,62
16361,Усенов Бакыт,25,female,86,91,79,high,5,77,76
16362,Токтосунов Тимур,22,female,62,84,61,high,10,75,76
16363,Токтосунов Асель,22,male,58,62,91,medium,8,57,93
16364,Кудайбергенов Тимур,18,male,57,57,100,low,10,66,68
16365,Бекмурзаев Тимур,20,male,82,94,50,high,3,69,58
16366,Сариев Назгуль,24,male,100,71,95,high,6,98,89
16367,Кубатбеков Асель,24,female,53,100,97,medium,9,57,67
16368,Сариев Кундуз,21,male,53,86,52,high,10,91,68
16369,Усенов Эльмира,23,male,71,73,62,low,7,92,77
16370,Жумабаев Айбек,25,female,61,55,98,medium,7,100,79
16371,Сариев Назгуль,22,female,95,79,65,medium,7,52,91
16372,Шаршенов Канат,23,male,54,53,80,medium,7,56,64
16373,Бекмурзаев Кундуз,18,male,68,56,59,medium,3,51,93
16374,Жумабаев Гулнара,21,female,52,86,73,medium,9,75,85
16375,Асанов Айгуль,25,female,85,97,75,medium,9,76,93
16376,Усенов Айбек,19,male,57,66,98,low,1,68,90
