id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
7229,Сариев Жанат,23,male,50,79,93,medium,8,80,82
7230,Кудайбергенов Жанара,21,female,79,69,56,medium,2,63,71
7231,Токтосунов Айжан,22,male,64,91,83,medium,3,80,93
7232,Кубатбеков Рустам,23,male,65,97,97,high,8,59,67
7233,Жумабаев Жамиля,25,male,71,77,68,high,6,50,73
7234,Кубатбеков Марат,22,female,90,53,97,medium,5,88,57
7235,Шаршенов Гулнара,21,female,85,87,82,low,3,69,84
7236,Бекмурзаев Назгуль,18,female,73,60,84,medium,5,94,100
7237,Исмаилов Назгуль,20,female,100,64,97,low,0,54,87
7238,Жумабаев Эрмек,23,male,68,63,96,low,1,82,84
7239,Асанов Айбек,24,female,63,92,87,low,2,97,93
7240,Исмаилов Тимур,20,male,89,88,59,medium,8,88,82
7241,Сариев Рустам,19,female,93,66,77,low,8,60,96
7242,Кубатбеков Канат,22,female,91,88,71,medium,3,95,73
7243,Сариев Айбек,18,male,91,63,78,low,9,95,59
7244,Сариев Азиз,19,male,53,85,66,medium,10,69,88
7245,Усенов Эльмира,18,male,77,91,69,medium,0,92,72
7246,Кубатбеков Бакыт,20,female,100,65,84,medium,3,59,71
7247,Усенов Жанара,18,male,94,78,86,medium,8,51,65
7248,Усенов Марат,20,male,59,90,80,medium,1,56,92
7249,Кудайбергенов Асель,21,male,71,71,67,low,10,100,96
7250,Шаршенов Тимур,25,male,91,75,55,high,7,68,84
7251,Токтосунов Марат,25,female,95,95,81,low,6,74,76
7252,Асанов Жанара,19,female,50,61,56,low,8,62,96
7253,Асанов Асель,24,male,82,57,83,medium,6,94,55
7254,Исмаилов Айжан,22,female,60,72,53,low,7,87,79
7255,Кудайбергенов Азиз,23,male,100,96,60,low,2,60,81
7256,Жумабаев Канат,22,male,56,62,60,low,5,57,59
7257,Кудайбергенов Айжан,23,female,67,57,74,low,3,69,51
7258,Сариев Бегимай,24,female,84,85,71,medium,5,99,70
7259,Токтосунов Тимур,22,male,65,67,69,low,4,88,80
7260,Асанов Назгуль,18,female,92,96,97,medium,2,54,63
7261,Исмаилов Нурлан,22,female,95,61,69,low,6,50,91
7262,Бекмурзаев Айбек,25,male,60,55,66,medium,7,80,87
7263,Кудайбергенов Тимур,24,female,74,82,54,medium,9,52,68
7264,Кубатбеков Жанара,19,female,79,67,71,high,7,97,73
7265,Токтосунов Айгуль,23,female,100,97,80,medium,4,74,65
7266,Бекмурзаев Айгуль,22,male,98,93,67,medium,2,72,84
7267,Кудайбергенов Жанат,20,male,67,100,78,medium,2,99,64
7268,Жумабаев Тимур,19,male,92,93,54,medium,9,92,86
7269,Токтосунов Назгуль,22,female,76,56,61,low,1,81,52
7270,Сариев Тимур,22,male,51,65,64,high,10,85,93
7271,Усенов Эльмира,25,male,86,55,84,low,9,76,56
7272,Шаршенов Жанара,19,male,71,99,91,medium,6,63,72
7273,Кубатбеков Айгуль,19,female,89,53,59,low,6,69,68
7274,Шаршенов Нурлан,25,male,52,91,87,low,0,78,96
7275,Жумабаев Бакыт,25,female,92,100,73,high,9,74,73
7276,Жумабаев Нурлан,18,male,67,51,79,high,4,66,53
7277,Бекмурзаев Рустам,25,female,55,58,80,low,10,77,92
7278,Кудайбергенов Жанара,23,female,58,82,97,high,2,51,94
7279,Кубатбеков Эльмира,20,female,99,96,81,low,4,79,60
7280,Жумабаев Назгуль,23,female,90,72,68,medium,3,84,72
7281,Сариев Асель,22,male,80,62,60,high,2,54,70
7282,Бекмурзаев Жамиля,21,female,83,60,52,high,6,78,84
7283,Токтосунов Канат,23,female,77,72,52,low,7,50,86
7284,Кубатбеков Азиз,24,female,71,84,51,high,0,87,55
7285,Сариев Асель,23,male,79,53,70,low,10,59,50
7286,Жумабаев Марат,22,male,55,54,53,high,4,98,88
7287,Жумабаев Жанара,19,female,62,97,85,medium,3,86,62
7288,Асанов Азиз,24,female,76,57,79,medium,0,71,63
7289,Токтосунов Жанара,18,male,87,57,51,medium,8,100,77
7290,Токтосунов Бакыт,21,male,77,99,72,low,3,56,64
7291,Токтосунов Эрмек,22,female,93,63,52,high,10,95,94
7292,Асанов Асель,23,male,99,69,63,high,8,69,99
7293,Жумабаев Жамиля,18,male,99,76,92,high,8,97,93
7294,Бекмурзаев Рустам,25,female,78,100,73,medium,3,63,94
7295,Асанов Назгуль,22,male,58,92,87,medium,8,77,96
7296,Сариев Гулнара,24,female,75,83,98,low,8,53,64
7297,Жумабаев Бакыт,19,male,91,79,97,medium,2,58,57
7298,Токтосунов Бакыт,18,female,85,51,95,high,3,62,52
7299,Усенов Айгуль,24,male,59,50,64,medium,8,95,62
7300,Кудайбергенов Бакыт,20,male,64,72,55,high,2,93,96
7301,Исмаилов Тимур,21,male,100,73,58,medium,0,94,59
7302,Шаршенов Канат,20,male,90,53,85,medium,1,69,64
7303,Кудайбергенов Азиз,23,male,62,57,89,low,3,98,69
7304,Асанов Рустам,21,male,59,99,87,high,5,83,60
7305,Жумабаев Айжан,20,male,99,94,92,low,10,60,89
7306,Исмаилов Бегимай,24,male,92,65,71,low,4,57,59
7307,Сариев Бакыт,21,female,90,93,94,high,6,68,96
7308,Асанов Эрмек,18,male,64,58,65,medium,2,90,59
7309,Кубатбеков Кундуз,19,female,88,64,98,medium,8,70,57
7310,Кудайбергенов Тимур,23,female,54,58,52,low,1,51,89
7311,Исмаилов Гулнара,21,male,58,62,91,medium,9,95,100
7312,Сариев Айжан,25,male,64,83,93,medium,8,91,76
7313,Кубатбеков Айжан,19,female,72,82,79,high,1,57,58
7314,Кубатбеков Айбек,21,male,80,56,74,low,2,99,76
7315,Жумабаев Асель,18,female,66,50,87,high,9,83,51
7316,Сариев Жанат,24,female,96,86,75,low,9,76,93
7317,Асанов Нурлан,22,male,92,51,65,medium,10,85,90
7318,Исмаилов Азиз,18,male,88,91,90,low,4,61,81
7319,Кудайбергенов Назгуль,24,male,54,52,64,low,5,66,97
7320,Жумабаев Марат,19,female,100,87,68,high,9,72,69
7321,Жумабаев Кундуз,19,female,91,71,67,high,6,51,86
7322,Шаршенов Рустам,23,female,76,55,82,high,9,55,92
7323,Кубатбеков Марат,21,female,75,72,85,medium,3,70,60
7324,Кубатбеков Канат,21,female,71,97,63,high,0,64,100
7325,Исмаилов Кундуз,18,male,52,58,73,high,6,53,78
7326,Сариев Айбек,19,male,69,71,95,low,9,65,58
7327,Бекмурзаев Асель,24,male,69,87,56,medium,4,54,80
7328,Токтосунов Асель,22,male,53,51,90,low,4,63,81
7329,Шаршенов Нурлан,25,female,95,50,92,high,2,91,85
7330,Кудайбергенов Тимур,22,female,84,100,91,medium,3,63,73
7331,Усенов Канат,19,female,100,91,60,high,8,59,86
7332,Кубатбеков Нурлан,19,male,68,83,64,low,5,93,79
7333,Кудайбергенов Азиз,20,female,83,69,50,high,10,54,69
7334,Сариев Рустам,18,female,56,62,62,low,7,95,85
7335,Сариев Эльмира,22,female,61,67,90,low,9,74,79
7336,Шаршенов Марат,20,male,74,51,75,low,3,73,75
7337,Кубатбеков Гулнара,21,male,53,55,87,high,8,90,96
7338,Кубатбеков Айжан,21,female,86,80,68,medium,10,71,66
7339,Усенов Бакыт,19,female,52,82,82,medium,9,59,53
7340,Сариев Эрмек,19,female,80,55,90,high,7,76,87
7341,Усенов Тимур,19,female,81,55,56,high,8,94,53
7342,Кубатбеков Рустам,20,male,73,86,60,medium,7,74,77
7343,Бекмурзаев Марат,18,male,63,76,72,high,2,74,61
7344,Кубатбеков Тимур,19,male,52,84,56,medium,6,77,65
7345,Усенов Асель,18,female,71,83,68,high,0,74,56
7346,Бекмурзаев Айбек,25,female,68,92,66,high,10,59,61
7347,Бекмурзаев Тимур,20,female,78,97,73,low,10,78,68
7348,Шаршенов Бакыт,21,female,69,93,98,high,3,59,82
7349,Кубатбеков Тимур,18,male,92,62,87,low,4,52,73
7350,Бекмурзаев Бакыт,20,male,59,58,72,high,9,57,84
7351,Токтосунов Кундуз,21,female,70,77,77,medium,3,97,70
7352,Исмаилов Жамиля,19,female,52,75,82,low,8,83,90
7353,Бекмурзаев Нурлан,20,male,85,84,72,medium,6,57,58
7354,Усенов Нурлан,22,female,55,77,91,low,3,62,66
7355,Исмаилов Кундуз,18,male,55,50,51,low,0,64,87
7356,Токтосунов Бегимай,18,male,85,70,100,high,1,89,60
7357,Кубатбеков Назгуль,24,female,57,78,57,low,7,86,59
7358,Кудайбергенов Бегимай,18,female,79,67,77,medium,3,92,98
7359,Сариев Айжан,20,male,62,65,77,low,9,74,82
7360,Исмаилов Назгуль,24,female,69,98,81,low,3,72,69
7361,Исмаилов Бакыт,20,male,85,82,56,medium,2,64,99
7362,Исмаилов Канат,21,male,95,74,53,low,2,91,66
7363,Кудайбергенов Канат,18,male,68,85,60,high,8,65,70
7364,Исмаилов Нурлан,22,male,71,68,82,low,2,74,63
7365,Жумабаев Канат,24,female,71,53,80,low,9,53,96
7366,Жумабаев Азиз,22,female,90,59,50,low,0,83,98
7367,Исмаилов Назгуль,22,female,84,56,68,high,2,62,89
7368,Кубатбеков Айгуль,22,female,64,53,71,medium,8,64,71
7369,Жумабаев Гулнара,22,female,80,86,87,low,5,92,86
7370,Кудайбергенов Бегимай,25,female,98,68,50,low,3,86,88
7371,Усенов Марат,23,female,84,75,63,medium,1,67,80
7372,Асанов Гулнара,19,male,61,72,57,high,1,61,56
7373,Кудайбергенов Айбек,18,male,91,80,69,high,1,90,63
7374,Сариев Азиз,23,male,69,75,90,medium,10,71,57
7375,Жумабаев Асель,24,female,67,98,77,low,6,93,63
7376,Усенов Айгуль,21,male,56,63,82,low,5,56,85
7377,Усенов Гулнара,18,female,61,74,74,low,7,90,80
7378,Бекмурзаев Айгуль,20,male,98,97,71,low,6,83,86
7379,Кубатбеков Бегимай,20,female,74,62,71,medium,2,62,98
7380,Бекмурзаев Марат,25,male,95,72,72,medium,1,78,79
7381,Токтосунов Нурлан,18,female,73,52,59,high,10,60,91
7382,Жумабаев Азиз,23,male,86,74,56,low,9,65,55
7383,Кубатбеков Рустам,25,female,88,89,73,high,3,80,68
7384,Кубатбеков Айгуль,23,female,69,51,54,low,7,98,89
7385,Кудайбергенов Жанат,18,male,61,90,95,medium,6,71,71
7386,Усенов Канат,24,female,76,59,77,low,3,57,94
7387,Кудайбергенов Гулнара,19,female,52,64,65,high,7,63,82
7388,Кубатбеков Марат,23,male,59,97,95,high,5,96,84
7389,Бекмурзаев Эрмек,25,male,97,98,64,medium,7,61,76
7390,Исмаилов Айбек,18,male,55,83,91,medium,5,97,95
7391,Асанов Нурлан,18,male,91,75,84,low,10,85,70
7392,Кубатбеков Марат,22,male,61,73,77,medium,2,78,95
7393,Исмаилов Эрмек,18,male,91,65,93,high,8,56,78
7394,Исмаилов Бегимай,20,female,81,71,51,medium,3,64,83
7395,Асанов Гулнара,21,male,55,93,73,high,8,96,71
7396,Жумабаев Рустам,19,male,81,59,64,high,3,88,65
7397,Усенов Эльмира,23,male,89,83,64,low,4,58,82
7398,Усенов Бакыт,21,female,69,53,51,low,4,76,59
7399,Бекмурзаев Жанара,20,male,70,71,54,low,1,92,95
7400,Асанов Жамиля,22,female,89,54,54,high,2,85,91
7401,Асанов Азиз,24,female,61,86,78,high,0,57,50
7402,Токтосунов Канат,23,male,66,99,80,low,2,54,54
7403,Асанов Кундуз,21,male,61,54,82,medium,6,61,79
7404,Усенов Назгуль,24,male,80,59,86,high,4,80,79
7405,Кудайбергенов Жамиля,25,male,86,77,88,high,3,52,93
7406,Жумабаев Эрмек,21,male,66,54,68,low,5,82,57
7407,Жумабаев Айжан,18,male,60,52,56,high,10,96,86
7408,Сариев Тимур,18,male,51,73,90,high,8,96,96
7409,Усенов Марат,19,female,58,79,78,high,4,59,58
7410,Кудайбергенов Айжан,25,male,85,67,86,high,3,100,87
7411,Исмаилов Гулнара,18,female,73,80,87,high,2,83,85
7412,Жумабаев Жамиля,19,male,58,71,51,low,5,81,52
7413,Шаршенов Канат,25,female,86,75,69,medium,2,61,52
7414,Исмаилов Эрмек,24,female,68,100,58,medium,8,82,87
7415,Шаршенов Эрмек,19,male,87,50,61,medium,2,55,95
7416,Усенов Назгуль,21,male,75,86,100,medium,7,63,99
7417,Кубатбеков Рустам,20,female,79,93,56,low,9,87,82
7418,Бекмурзаев Айбек,19,female,84,72,90,medium,6,54,63
7419,Кудайбергенов Айжан,23,female,87,52,68,high,9,65,54
7420,Кудайбергенов Айгуль,18,male,57,87,59,medium,6,56,96
7421,Бекмурзаев Эльмира,19,male,80,58,90,low,5,81,54
7422,Шаршенов Эльмира,24,male,67,50,74,medium,8,88,97
7423,Асанов Жанат,23,male,100,64,62,medium,6,98,80
7424,Исмаилов Айгуль,22,female,57,79,55,low,2,88,77
7425,Жумабаев Бакыт,21,female,79,88,73,medium,3,80,77
7426,Асанов Тимур,18,male,51,52,81,high,5,69,54
7427,Асанов Асель,20,female,71,80,76,low,0,83,71
7428,Сариев Рустам,18,female,78,62,96,high,4,77,90
7429,Кубатбеков Айбек,18,female,92,73,88,low,10,71,85
7430,Бекмурзаев Гулнара,24,male,82,53,84,medium,9,91,90
7431,Шаршенов Асель,25,female,68,53,91,medium,6,57,71
7432,Кудайбергенов Асель,23,female,71,89,85,high,10,52,67
7433,Жумабаев Айбек,23,female,63,68,63,low,9,59,79
7434,Бекмурзаев Бакыт,20,male,76,89,98,high,1,59,69
7435,Кудайбергенов Жамиля,23,male,64,60,99,high,4,71,98
7436,Шаршенов Кундуз,18,female,81,92,79,high,0,51,59
7437,Усенов Тимур,22,male,75,54,52,low,3,63,93
7438,Жумабаев Айгуль,25,female,56,57,73,high,0,98,72
7439,Усенов Бакыт,18,male,92,56,69,low,5,72,59
7440,Жумабаев Марат,18,male,83,82,87,high,10,75,57
7441,Кубатбеков Эльмира,22,female,68,97,66,low,0,53,96
7442,Кудайбергенов Жамиля,25,female,99,93,95,high,3,94,62
7443,Усенов Рустам,23,female,90,78,89,medium,1,96,50
7444,Шаршенов Жанара,23,male,59,57,86,low,1,54,96
7445,Токтосунов Канат,25,female,100,60,100,high,9,92,77
7446,Исмаилов Бегимай,23,female,82,82,55,low,7,82,98
7447,Токтосунов Жамиля,23,female,71,72,63,high,0,78,62
7448,Кудайбергенов Тимур,23,male,83,54,77,low,0,92,51
7449,Усенов Рустам,22,male,64,88,85,high,1,66,52
7450,Жумабаев Жанара,22,male,69,92,86,medium,1,84,55
7451,Асанов Нурлан,20,male,85,63,71,medium,1,81,76
7452,Токтосунов Эрмек,21,male,87,81,70,high,0,96,69
7453,Асанов Марат,24,female,96,56,83,low,9,50,74
7454,Сариев Айбек,24,female,60,54,65,medium,3,90,80
7455,Бекмурзаев Бакыт,23,female,72,99,78,high,1,98,77
7456,Асанов Бакыт,19,male,80,76,82,medium,0,79,55
7457,Сариев Айжан,18,male,98,83,79,high,10,51,50
7458,Сариев Эльмира,23,male,64,96,95,medium,10,90,100
7459,Асанов Жанат,24,male,72,52,70,low,8,84,84
7460,Жумабаев Бакыт,18,male,66,68,96,medium,0,67,91
7461,Сариев Рустам,19,female,65,83,97,medium,5,56,74
7462,Токтосунов Эрмек,24,female,67,87,65,medium,0,61,81
7463,Токтосунов Канат,23,female,66,65,77,medium,0,63,75
7464,Шаршенов Бегимай,24,female,80,73,67,medium,7,75,61
7465,Асанов Эльмира,21,female,93,63,51,medium,3,87,72
7466,Жумабаев Айбек,20,female,53,87,95,low,10,67,67
7467,Кудайбергенов Рустам,24,female,81,81,71,low,5,91,57
7468,Асанов Айжан,21,female,50,89,82,low,7,89,82
7469,Асанов Марат,20,female,85,51,50,low,6,100,69
7470,Кубатбеков Жанат,25,female,80,79,55,high,4,73,52
7471,Асанов Жамиля,18,female,90,79,79,medium,1,100,71
7472,Сариев Бегимай,20,male,84,78,59,high,0,70,58
7473,Шаршенов Айбек,24,female,85,96,86,medium,9,63,59
7474,Шаршенов Кундуз,25,female,66,69,69,medium,7,56,81
7475,Токтосунов Бакыт,21,male,96,95,93,low,3,78,57
7476,Усенов Жанара,25,male,54,54,57,low,9,98,64
7477,Жумабаев Айжан,24,female,78,84,55,medium,8,84,76
7478,Кудайбергенов Рустам,23,female,75,76,88,low,8,75,56
7479,Усенов Гулнара,20,female,53,83,89,high,10,54,60
7480,Исмаилов Жанара,25,male,55,100,53,low,5,83,58
7481,Шаршенов Айбек,21,female,74,72,74,high,2,90,57
7482,Бекмурзаев Азиз,19,male,55,73,59,medium,3,80,50
7483,Кудайбергенов Жанат,19,male,70,78,88,high,3,100,71
7484,Бекмурзаев Тимур,21,male,92,92,96,low,8,96,91
7485,Сариев Марат,18,female,84,100,89,medium,3,98,72
7486,Жумабаев Айгуль,24,female,77,90,51,medium,7,68,58
7487,Сариев Жанара,25,male,95,93,68,high,4,81,55
7488,Кубатбеков Айжан,22,female,69,56,86,high,10,61,100
7489,Асанов Айжан,22,female,52,90,85,low,8,66,60
7490,Шаршенов Эрмек,23,female,71,51,78,medium,7,66,62
7491,Сариев Азиз,20,male,98,52,99,low,10,66,72
7492,Бекмурзаев Азиз,20,female,88,52,53,medium,8,94,92
7493,Бекмурзаев Жамиля,18,male,60,74,55,medium,0,86,78
7494,Кудайбергенов Канат,23,male,72,97,96,low,5,89,72
7495,Жумабаев Нурлан,23,male,51,76,96,low,7,66,85
7496,Жумабаев Марат,25,female,73,90,68,low,2,63,73
7497,Сариев Канат,24,male,70,72,88,high,4,100,90
7498,Бекмурзаев Айгуль,25,male,64,84,89,high,4,88,57
7499,Асанов Гулнара,24,female,88,63,87,low,7,81,74
7500,Жумабаев Эрмек,20,female,72,89,81,high,7,78,63
7501,Усенов Айгуль,19,male,73,96,56,high,8,100,55
7502,Шаршенов Кундуз,24,male,69,79,86,high,3,91,92
7503,Жумабаев Нурлан,19,female,71,96,58,low,4,76,71
7504,Токтосунов Гулнара,25,female,80,98,58,medium,7,73,68
7505,Шаршенов Азиз,18,male,52,97,65,high,9,75,53
7506,Жумабаев Айжан,25,male,76,96,65,low,9,50,58
7507,Исмаилов Рустам,25,female,55,76,90,low,1,80,67
7508,Кудайбергенов Айжан,21,male,72,76,74,low,10,76,51
7509,Исмаилов Эльмира,19,male,59,74,68,high,2,84,57
7510,Бекмурзаев Айжан,22,male,50,85,71,medium,2,65,61
7511,Исмаилов Канат,24,female,71,50,100,medium,9,52,63
7512,Асанов Жамиля,24,male,92,60,93,low,9,95,51
7513,Жумабаев Кундуз,20,male,94,93,74,low,2,73,74
7514,Токтосунов Рустам,21,female,86,96,67,medium,8,82,92
7515,Шаршенов Айбек,18,female,98,85,81,medium,7,64,87
7516,Асанов Бакыт,19,male,59,88,89,medium,4,59,69
7517,Жумабаев Жамиля,25,male,52,59,81,low,0,95,73
7518,Исмаилов Назгуль,21,male,73,77,56,low,0,54,51
7519,Бекмурзаев Жанат,22,male,50,70,75,low,5,60,81
7520,Асанов Айжан,18,female,64,52,100,medium,3,61,51
7521,Шаршенов Канат,23,female,50,71,77,medium,10,76,83
7522,Бекмурзаев Азиз,25,male,76,63,93,low,7,51,63
7523,Кудайбергенов Бакыт,21,female,74,63,74,medium,7,74,55
7524,Шаршенов Азиз,22,female,85,72,59,high,9,58,85
7525,Жумабаев Бакыт,20,male,77,57,54,medium,4,80,51
7526,Бекмурзаев Канат,23,female,67,55,66,medium,0,64,87
7527,Бекмурзаев Айбек,21,female,92,55,57,low,9,67,91
7528,Токтосунов Рустам,19,male,73,83,87,low,7,64,67
7529,Жумабаев Рустам,24,female,88,68,67,low,7,51,52
7530,Усенов Жанат,22,male,58,56,94,low,1,74,55
7531,Исмаилов Бегимай,21,male,51,62,53,low,1,72,78
7532,Токтосунов Азиз,19,female,64,68,71,medium,6,93,53
7533,Усенов Жанат,21,male,69,82,68,low,4,100,57
7534,Усенов Нурлан,24,male,88,76,97,medium,3,77,93
7535,Жумабаев Айбек,20,female,63,73,81,medium,8,51,88
7536,Бекмурзаев Эрмек,18,female,93,59,67,low,6,66,61
7537,Шаршенов Кундуз,22,female,54,64,88,high,9,79,87
7538,Асанов Гулнара,21,female,79,79,60,low,9,61,88
7539,Бекмурзаев Нурлан,19,female,66,77,60,medium,0,71,69
7540,Бекмурзаев Тимур,24,male,84,56,95,high,7,100,88
7541,Бекмурзаев Айбек,19,male,65,57,62,high,6,77,79
7542,Исмаилов Бегимай,19,male,89,61,92,high,9,90,70
7543,Асанов Эрмек,24,male,70,50,99,medium,4,89,68
7544,Бекмурзаев Айгуль,19,male,79,95,89,high,6,99,87
7545,Кудайбергенов Гулнара,24,male,75,93,65,medium,4,86,83
7546,Кубатбеков Айгуль,25,male,94,80,73,medium,6,85,61
7547,Исмаилов Эльмира,22,male,56,92,72,low,0,92,66
7548,Усенов Канат,23,male,62,91,65,medium,3,68,67
7549,Кудайбергенов Жанат,19,male,73,90,71,high,9,52,81
7550,Токтосунов Марат,23,male,94,53,74,high,9,89,58
7551,Сариев Назгуль,25,male,88,54,94,medium,8,57,97
7552,Усенов Жамиля,19,male,58,94,80,low,5,86,67
7553,Исмаилов Айгуль,23,male,91,63,96,high,10,91,64
7554,Сариев Айжан,19,female,88,77,66,medium,5,58,91
7555,Асанов Асель,24,female,88,76,85,medium,10,77,85
7556,Сариев Кундуз,25,female,54,71,80,high,3,94,73
7557,Токтосунов Айжан,22,male,66,89,97,low,10,57,76
7558,Токтосунов Тимур,22,female,76,70,90,medium,3,55,83
7559,Сариев Бегимай,24,male,77,89,63,high,3,96,73
7560,Бекмурзаев Тимур,21,male,74,56,96,medium,0,95,100
7561,Жумабаев Нурлан,23,male,95,80,78,high,5,95,99
7562,Кубатбеков Айгуль,19,male,59,94,54,high,3,89,78
7563,Асанов Асель,23,male,53,86,56,medium,6,67,86
7564,Исмаилов Жанара,23,male,97,95,69,high,0,100,64
7565,Кудайбергенов Жамиля,25,female,86,69,92,high,0,51,61
7566,Токтосунов Канат,18,female,71,82,85,low,9,67,98
7567,Кубатбеков Бегимай,18,male,95,94,60,medium,1,84,81
7568,Усенов Эрмек,19,female,93,70,88,low,0,56,61
7569,Исмаилов Айгуль,18,female,59,65,69,high,7,89,66
7570,Жумабаев Жанат,19,female,72,68,89,medium,0,96,78
7571,Жумабаев Асель,19,female,61,51,54,medium,9,57,84
7572,Усенов Тимур,24,female,59,60,53,high,3,77,74
7573,Асанов Айгуль,18,female,69,96,68,high,5,100,56
7574,Кудайбергенов Эльмира,22,male,93,57,85,low,3,90,92
7575,Шаршенов Айгуль,20,female,73,58,58,low,0,74,56
7576,Бекмурзаев Бакыт,21,male,93,87,80,low,0,59,58
7577,Бекмурзаев Азиз,18,female,55,93,76,low,9,86,69
7578,Токтосунов Жамиля,18,female,95,55,94,high,9,77,81
7579,Бекмурзаев Бегимай,25,male,91,66,66,low,1,80,57
7580,Асанов Айжан,25,female,60,56,69,medium,4,85,81
7581,Сариев Эльмира,23,female,54,63,61,medium,9,58,86
7582,Токтосунов Марат,19,male,98,50,81,medium,9,65,73
7583,Жумабаев Жанат,18,male,79,77,57,medium,10,73,56
7584,Токтосунов Жанара,23,male,99,81,58,medium,4,98,66
7585,Асанов Жанат,23,female,93,65,57,medium,8,87,50
7586,Асанов Канат,21,male,52,69,55,low,0,70,68
7587,Кудайбергенов Назгуль,25,male,91,83,99,medium,6,65,85
7588,Кубатбеков Айжан,21,female,93,78,86,low,7,53,66
7589,Кубатбеков Айбек,22,male,51,85,60,low,6,55,99
7590,Кубатбеков Жамиля,18,male,63,70,53,low,5,54,87
7591,Кудайбергенов Эрмек,20,male,99,62,75,high,9,88,91
7592,Бекмурзаев Нурлан,20,female,77,74,75,medium,0,53,96
7593,Асанов Жанат,19,male,53,75,51,medium,2,53,98
7594,Токтосунов Кундуз,22,female,98,92,86,high,3,63,55
7595,Жумабаев Жанара,23,male,54,60,94,low,2,84,71
7596,Исмаилов Бакыт,23,female,82,71,56,high,4,92,77
7597,Токтосунов Кундуз,20,female,73,67,94,high,9,65,84
7598,Шаршенов Нурлан,25,female,55,73,60,medium,8,97,75
7599,Кубатбеков Асель,19,male,58,71,68,high,0,51,59
7600,Жумабаев Тимур,25,male,70,75,52,low,2,92,70
7601,Асанов Айбек,18,male,79,54,51,medium,6,97,69
7602,Усенов Жанара,22,male,75,63,68,low,9,53,91
7603,Кубатбеков Айжан,19,female,85,83,73,high,10,61,82
7604,Токтосунов Эльмира,18,male,74,86,90,low,5,95,85
7605,Асанов Жанара,22,female,57,96,54,low,0,61,83
7606,Жумабаев Назгуль,18,female,83,51,95,low,5,65,58
7607,Исмаилов Тимур,25,male,52,95,54,low,7,77,72
7608,Исмаилов Тимур,22,female,69,63,83,low,3,97,85
7609,Кубатбеков Айгуль,20,male,54,68,59,high,8,82,57
7610,Сариев Бегимай,20,male,97,59,96,high,0,76,87
7611,Асанов Жанара,23,female,56,92,60,medium,5,66,87
7612,Асанов Рустам,18,male,70,66,92,medium,0,68,87
7613,Кубатбеков Рустам,25,female,79,93,81,medium,6,70,85
7614,Кубатбеков Жамиля,25,male,75,63,50,medium,7,96,85
7615,Жумабаев Нурлан,24,male,94,60,99,low,2,71,99
7616,Асанов Бегимай,18,female,98,84,60,medium,3,63,82
7617,Шаршенов Айгуль,21,female,72,67,59,medium,1,90,97
7618,Токтосунов Эрмек,25,female,70,58,88,medium,0,99,92
7619,Бекмурзаев Канат,24,female,83,95,59,low,0,73,57
7620,Асанов Нурлан,21,female,100,51,71,low,0,91,79
7621,Кубатбеков Эльмира,24,female,100,70,93,medium,7,93,92
7622,Бекмурзаев Жанат,25,female,85,76,51,high,9,53,99
7623,Сариев Айжан,22,female,85,71,70,medium,1,55,88
7624,Усенов Кундуз,25,male,67,60,61,high,4,55,76
7625,Бекмурзаев Канат,25,female,73,64,83,high,8,84,51
7626,Шаршенов Кундуз,19,male,68,56,78,low,2,75,65
7627,Усенов Жамиля,20,female,54,88,86,high,5,56,65
7628,Исмаилов Айжан,18,female,72,68,87,medium,1,64,79
7629,Кудайбергенов Гулнара,24,female,91,56,62,high,9,77,52
7630,Жумабаев Назгуль,18,female,96,90,100,low,3,73,65
7631,Шаршенов Айбек,23,female,63,67,97,high,7,90,99
7632,Токтосунов Тимур,18,female,70,67,52,low,6,57,67
7633,Сариев Кундуз,25,female,67,88,65,high,0,75,91
7634,Шаршенов Эрмек,20,male,71,89,86,medium,10,98,93
7635,Кубатбеков Айбек,20,male,91,87,61,high,0,90,54
7636,Токтосунов Эльмира,23,male,81,65,57,medium,5,75,61
7637,Шаршенов Эрмек,18,female,55,94,100,medium,3,76,62
7638,Кубатбеков Жанара,20,female,89,79,78,high,10,57,91
7639,Токтосунов Айгуль,21,male,92,100,55,low,9,91,64
7640,Асанов Асель,24,female,93,61,94,high,2,86,88
7641,Кубатбеков Тимур,24,male,99,89,91,low,7,69,59
7642,Токтосунов Жанат,25,male,58,98,61,high,0,81,86
7643,Кубатбеков Эльмира,19,male,81,50,57,high,10,86,95
7644,Шаршенов Асель,22,female,67,54,70,high,0,96,99
7645,Усенов Жанат,19,female,91,96,88,low,6,84,59
7646,Сариев Айбек,23,male,72,93,50,low,1,81,63
7647,Кубатбеков Назгуль,24,male,62,87,69,high,8,93,63
7648,Асанов Жанара,19,female,61,64,77,high,1,68,93
7649,Усенов Кундуз,25,female,90,99,88,medium,9,95,80
7650,Кудайбергенов Айбек,22,female,75,91,68,medium,5,83,99
7651,Усенов Бегимай,20,female,85,64,93,high,3,66,50
7652,Шаршенов Канат,21,female,56,97,63,low,8,73,86
7653,Асанов Тимур,23,male,92,57,78,medium,1,73,98
7654,Исмаилов Айгуль,20,female,52,82,85,medium,6,86,83
7655,Бекмурзаев Айбек,24,female,51,90,52,low,10,64,59
7656,Кубатбеков Эльмира,20,male,60,95,70,low,9,86,88
