id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
32206,Бекмурзаев Жамиля,18,female,93,99,80,low,6,66,57
32207,Сариев Марат,22,female,61,73,77,high,0,68,79
32208,Кубатбеков Жанат,22,female,55,71,60,medium,2,85,92
32209,Токтосунов Жанара,19,male,67,93,80,medium,4,79,79
32210,Сариев Нурлан,22,male,75,69,50,medium,4,57,86
32211,Исмаилов Айжан,25,female,89,78,91,low,3,95,81
32212,Кудайбергенов Эрмек,18,female,54,95,67,medium,8,97,78
32213,Шаршенов Азиз,19,male,84,59,91,high,5,70,66
32214,Токтосунов Назгуль,21,male,61,55,100,high,5,76,70
32215,Усенов Нурлан,24,female,92,70,55,high,2,91,97
32216,Усенов Эльмира,22,male,84,56,55,low,7,96,81
32217,Исмаилов Жамиля,20,male,95,95,68,medium,6,74,81
32218,Жумабаев Марат,19,male,68,66,98,medium,1,66,74
32219,Асанов Жанат,21,male,59,67,97,high,1,77,58
32220,Жумабаев Айгуль,25,female,98,63,98,low,10,88,66
32221,Шаршенов Асель,21,female,92,50,64,medium,9,51,71
32222,Исмаилов Жанат,20,female,72,92,80,high,7,55,92
32223,Усенов Бакыт,21,male,60,97,50,medium,0,75,59
32224,Бекмурзаев Гулнара,21,female,62,76,51,high,8,99,65
32225,Кубатбеков Эльмира,19,male,72,96,82,medium,7,100,91
32226,Бекмурзаев Жанат,21,female,62,69,72,low,3,62,88
32227,Исмаилов Гулнара,25,female,78,59,76,low,10,81,80
32228,Жумабаев Бегимай,22,male,77,54,74,low,1,72,52
32229,Жумабаев Кундуз,24,male,66,55,50,high,4,67,70
32230,Кубатбеков Эльмира,22,male,72,87,56,low,2,84,97
32231,Асанов Нурлан,19,male,79,62,62,high,2,80,67
32232,Усенов Рустам,23,male,92,99,59,low,4,67,61
32233,Шаршенов Азиз,25,female,90,88,78,low,8,97,65
32234,Кубатбеков Эльмира,22,female,90,94,68,high,0,93,50
32235,Кудайбергенов Нурлан,20,male,55,95,99,medium,6,71,77
32236,Сариев Тимур,21,male,87,80,58,high,7,78,58
32237,Кудайбергенов Жамиля,21,male,53,94,86,medium,4,71,62
32238,Жумабаев Эрмек,24,female,61,94,71,medium,6,59,93
32239,Токтосунов Эрмек,20,male,82,53,76,medium,5,57,67
32240,Кудайбергенов Гулнара,24,female,67,62,51,low,10,82,58
32241,Кудайбергенов Жамиля,22,male,96,64,98,high,0,56,83
32242,Кубатбеков Тимур,20,male,94,59,59,medium,1,58,84
32243,Токтосунов Айгуль,24,female,80,65,62,low,5,98,90
32244,Усенов Айжан,25,female,66,59,94,high,1,98,67
32245,Бекмурзаев Назгуль,24,male,81,90,75,medium,9,54,67
32246,Кудайбергенов Жанара,24,female,76,54,88,medium,9,99,77
32247,Сариев Назгуль,22,female,97,96,76,high,8,57,98
32248,Кудайбергенов Рустам,23,male,60,92,68,medium,7,85,58
32249,Исмаилов Асель,20,female,92,86,83,high,6,59,74
32250,Бекмурзаев Нурлан,24,female,70,85,85,high,5,51,75
32251,Асанов Эрмек,24,female,83,80,89,low,5,53,54
32252,Шаршенов Асель,18,female,91,98,100,high,1,80,67
32253,Исмаилов Кундуз,20,male,73,70,83,high,8,86,58
32254,Усенов Асель,19,female,67,90,96,high,8,73,91
32255,Кудайбергенов Кундуз,18,male,69,94,64,medium,5,80,51
32256,Асанов Азиз,20,female,99,54,74,high,1,64,95
32257,Кубатбеков Жанат,22,male,74,57,59,medium,0,92,92
32258,Шаршенов Бегимай,18,male,89,95,89,high,1,56,84
32259,Кубатбеков Азиз,23,male,94,92,87,high,8,87,71
32260,Бекмурзаев Рустам,18,female,76,89,58,medium,10,84,90
32261,Сариев Эрмек,25,male,81,76,64,high,10,81,69
32262,Сариев Тимур,18,female,91,96,86,medium,4,68,96
32263,Сариев Эрмек,21,female,79,50,84,high,7,53,66
32264,Шаршенов Бакыт,25,female,70,82,64,high,4,55,94
32265,Шаршенов Бакыт,24,male,65,74,100,low,7,94,91
32266,Кубатбеков Назгуль,20,female,91,77,60,low,6,87,92
32267,Токтосунов Жамиля,21,male,85,58,91,low,2,56,80
32268,Бекмурзаев Кундуз,23,male,91,89,60,low,5,59,97
32269,Исмаилов Айгуль,23,female,58,71,98,high,10,71,67
32270,Сариев Азиз,23,female,78,66,69,low,10,79,53
32271,Асанов Эльмира,23,male,60,62,53,medium,6,56,96
32272,Асанов Эльмира,23,male,66,92,53,low,7,78,68
32273,Исмаилов Канат,18,female,72,60,68,medium,9,95,66
32274,Усенов Назгуль,21,male,64,66,97,high,9,91,87
32275,Бекмурзаев Бегимай,24,male,86,54,56,low,1,63,85
32276,Бекмурзаев Айжан,23,male,61,50,83,low,7,79,74
32277,Сариев Эрмек,18,female,89,85,62,low,4,65,89
32278,Токтосунов Бегимай,20,female,55,86,50,medium,4,95,56
32279,Кудайбергенов Марат,24,male,76,81,61,medium,7,87,86
32280,Кудайбергенов Рустам,19,male,88,71,94,low,7,57,54
32281,Бекмурзаев Нурлан,19,male,81,82,62,low,3,97,93
32282,Кубатбеков Айгуль,23,female,100,74,56,low,6,57,84
32283,Сариев Кундуз,24,male,57,71,88,high,3,55,53
32284,Исмаилов Рустам,21,female,98,72,59,low,0,56,67
32285,Исмаилов Тимур,21,female,60,80,98,low,9,64,56
32286,Усенов Айгуль,23,male,84,82,70,low,2,94,80
32287,Бекмурзаев Тимур,18,female,53,54,69,low,3,89,79
32288,Кудайбергенов Асель,25,male,93,95,82,low,10,64,59
32289,Кубатбеков Марат,21,male,68,68,61,medium,2,83,62
32290,Токтосунов Назгуль,20,male,64,74,95,low,1,72,73
32291,Бекмурзаев Айбек,23,male,65,73,63,high,5,63,71
32292,Жумабаев Рустам,21,male,63,92,61,medium,5,97,69
32293,Сариев Рустам,23,female,59,70,69,high,2,89,77
32294,Бекмурзаев Бегимай,19,female,97,90,57,low,10,73,74
32295,Исмаилов Жанат,23,female,99,75,50,low,7,90,69
32296,Шаршенов Асель,25,female,52,71,77,high,2,61,52
32297,Усенов Жамиля,25,female,63,88,87,high,10,56,65
32298,Сариев Бакыт,24,male,100,69,91,medium,10,94,51
32299,Шаршенов Айбек,18,male,51,73,74,low,9,81,85
32300,Сариев Жанат,23,female,84,73,72,low,0,65,97
32301,Усенов Айбек,21,female,85,75,50,low,2,76,51
32302,Токтосунов Тимур,21,female,69,69,97,high,2,90,89
32303,Токтосунов Эльмира,24,male,59,94,56,high,8,52,63
32304,Бекмурзаев Эрмек,19,female,63,72,51,low,3,62,72
32305,Кубатбеков Гулнара,20,female,81,90,93,medium,7,65,53
32306,Бекмурзаев Кундуз,22,male,97,66,71,medium,6,67,96
32307,Сариев Айгуль,21,male,62,72,73,low,4,86,92
32308,Бекмурзаев Марат,18,female,59,90,78,low,9,71,56
32309,Усенов Жамиля,25,male,76,64,63,medium,0,53,70
32310,Кудайбергенов Бегимай,19,male,97,98,62,high,2,85,64
32311,Асанов Тимур,20,female,72,52,67,low,1,90,54
32312,Сариев Асель,21,female,84,74,58,high,9,60,72
32313,Кубатбеков Азиз,20,male,57,85,85,medium,5,95,94
32314,Исмаилов Рустам,21,female,56,58,66,low,7,52,65
32315,Жумабаев Бегимай,20,female,72,84,97,high,1,80,73
32316,Бекмурзаев Жамиля,23,female,58,57,95,high,9,62,65
32317,Токтосунов Эрмек,19,female,66,60,78,high,0,54,50
32318,Исмаилов Асель,21,female,73,80,64,high,9,75,81
32319,Усенов Канат,20,male,76,72,53,medium,8,70,91
32320,Жумабаев Назгуль,22,male,96,85,67,low,0,52,85
32321,Кудайбергенов Айжан,25,male,96,90,81,low,1,100,76
32322,Жумабаев Бегимай,23,male,52,76,59,high,3,61,60
32323,Жумабаев Кундуз,23,female,75,82,93,low,10,83,81
32324,Кудайбергенов Жанара,19,female,60,82,59,medium,2,87,86
32325,Шаршенов Марат,19,male,92,83,85,medium,4,64,86
32326,Исмаилов Эрмек,18,female,73,93,90,high,10,59,75
32327,Кудайбергенов Нурлан,19,male,77,84,76,medium,7,67,82
32328,Кубатбеков Назгуль,24,female,57,79,70,high,9,78,92
32329,Исмаилов Гулнара,23,female,93,68,66,high,4,83,52
32330,Сариев Айжан,22,male,54,95,76,medium,1,88,53
32331,Исмаилов Айгуль,19,female,96,92,60,high,0,94,73
32332,Жумабаев Асель,20,female,80,76,69,medium,2,58,55
32333,Шаршенов Тимур,23,female,72,86,95,medium,5,93,81
32334,Кудайбергенов Айгуль,24,female,98,56,65,high,8,54,93
32335,Исмаилов Асель,18,female,66,98,53,medium,2,80,67
32336,Токтосунов Нурлан,18,male,69,86,57,high,9,90,94
32337,Жумабаев Эрмек,20,male,54,96,87,medium,2,59,58
32338,Кубатбеков Назгуль,22,male,71,56,65,medium,9,60,85
32339,Бекмурзаев Асель,18,male,75,77,57,medium,0,100,85
32340,Кубатбеков Бегимай,22,female,92,93,86,high,6,69,72
32341,Кудайбергенов Айжан,25,male,54,77,55,high,8,76,80
32342,Бекмурзаев Жамиля,20,male,64,88,87,high,8,67,71
32343,Кудайбергенов Канат,25,female,91,84,62,medium,5,66,75
32344,Исмаилов Эрмек,24,female,85,88,70,high,6,52,53
32345,Кубатбеков Рустам,21,male,83,92,85,medium,2,60,75
32346,Сариев Айжан,24,male,62,71,74,low,0,71,54
32347,Жумабаев Азиз,21,female,86,72,55,high,9,100,52
32348,Усенов Эльмира,25,male,69,99,84,low,2,99,94
32349,Кудайбергенов Асель,25,female,54,50,61,high,1,81,59
32350,Асанов Айбек,19,female,61,84,72,medium,5,73,57
32351,Кудайбергенов Рустам,20,female,76,59,76,medium,9,70,67
32352,Усенов Айгуль,21,female,97,100,54,low,9,93,83
32353,Жумабаев Жамиля,19,male,65,68,87,low,4,75,56
32354,Асанов Эльмира,25,male,94,76,71,low,0,76,93
32355,Усенов Жанара,21,male,63,77,85,low,3,89,55
32356,Исмаилов Канат,20,male,54,96,78,high,1,66,60
32357,Усенов Гулнара,22,male,52,61,77,low,3,84,74
32358,Исмаилов Назгуль,18,male,58,64,61,medium,8,93,65
32359,Кубатбеков Бегимай,21,female,85,60,62,high,1,62,76
32360,Усенов Гулнара,23,female,76,69,71,high,3,96,78
32361,Исмаилов Канат,23,male,67,66,84,medium,3,56,55
32362,Шаршенов Асель,21,female,95,71,58,low,10,59,61
32363,Кудайбергенов Кундуз,18,female,88,50,80,low,9,88,88
32364,Шаршенов Жанат,21,female,56,65,83,medium,7,80,81
32365,Исмаилов Айбек,19,female,73,63,51,medium,5,53,97
32366,Кубатбеков Кундуз,25,male,52,96,74,medium,7,97,77
32367,Асанов Жамиля,20,female,62,96,94,high,0,72,57
32368,Кудайбергенов Айбек,24,male,100,68,68,medium,7,56,83
32369,Токтосунов Азиз,23,male,63,70,80,high,7,72,63
32370,Шаршенов Эрмек,21,female,51,72,84,low,4,89,81
32371,Асанов Канат,22,male,78,91,92,high,1,91,85
32372,Асанов Асель,23,male,92,99,61,high,2,57,83
32373,Жумабаев Эльмира,20,female,92,98,64,medium,3,80,92
32374,Сариев Айгуль,21,female,63,79,85,low,6,96,64
32375,Сариев Нурлан,19,male,69,63,55,medium,1,59,61
32376,Кудайбергенов Эльмира,24,male,62,90,94,medium,0,73,79
32377,Токтосунов Эльмира,18,male,100,54,84,low,5,54,91
32378,Шаршенов Эрмек,22,female,98,68,96,low,4,73,68
32379,Токтосунов Назгуль,21,male,57,81,68,high,10,71,78
32380,Токтосунов Назгуль,22,female,98,55,71,medium,1,72,65
32381,Шаршенов Айбек,22,male,67,65,94,high,1,63,68
32382,Шаршенов Азиз,23,female,81,84,55,medium,3,54,65
32383,Бекмурзаев Бегимай,19,male,56,79,99,low,3,71,85
32384,Исмаилов Асель,23,male,70,92,65,medium,0,58,75
32385,Шаршенов Гулнара,18,male,65,77,85,medium,3,57,69
32386,Усенов Айгуль,21,female,93,50,96,low,10,60,68
32387,Исмаилов Нурлан,19,female,62,100,57,medium,8,84,80
32388,Жумабаев Бегимай,24,male,69,77,69,medium,9,93,100
32389,Усенов Жанат,23,male,87,71,68,high,10,74,51
32390,Бекмурзаев Марат,24,male,100,87,78,high,2,79,57
32391,Кубатбеков Кундуз,22,male,86,89,83,high,7,93,94
32392,Кубатбеков Канат,19,male,99,51,93,medium,0,65,87
32393,Шаршенов Эльмира,21,female,92,62,84,low,6,66,97
32394,Усенов Айбек,20,male,50,64,90,medium,4,75,88
32395,Шаршенов Жанара,23,male,76,95,74,high,10,50,75
32396,Кудайбергенов Жанара,23,male,98,64,89,low,7,76,70
32397,Жумабаев Эрмек,20,female,69,65,54,low,4,54,67
32398,Шаршенов Тимур,21,male,66,86,95,high,5,94,66
32399,Асанов Бакыт,19,male,85,66,57,high,6,62,68
32400,Шаршенов Айгуль,20,male,70,64,50,low,4,86,86
32401,Бекмурзаев Кундуз,21,male,51,58,89,medium,9,58,72
32402,Жумабаев Эльмира,21,female,66,67,86,medium,0,64,91
32403,Шаршенов Рустам,22,female,76,67,85,low,10,96,81
32404,Асанов Нурлан,24,male,61,60,50,medium,4,55,67
32405,Жумабаев Рустам,20,male,51,94,89,high,6,69,81
32406,Асанов Тимур,23,female,79,79,83,low,5,62,83
32407,Токтосунов Азиз,24,female,88,95,53,high,3,76,91
32408,Сариев Айбек,22,female,82,95,70,high,1,53,69
32409,Бекмурзаев Назгуль,24,male,58,77,97,low,10,68,83
32410,Кудайбергенов Айгуль,21,male,87,55,81,medium,7,68,61
32411,Асанов Эльмира,25,male,83,73,88,high,8,55,71
32412,Шаршенов Эрмек,18,male,53,73,55,high,0,72,86
32413,Асанов Рустам,18,female,68,53,72,medium,3,57,88
32414,Шаршенов Азиз,20,male,57,52,55,medium,5,69,78
32415,Токтосунов Назгуль,25,male,97,94,70,low,4,81,90
32416,Шаршенов Жанат,22,male,96,65,56,high,2,59,58
32417,Кубатбеков Айгуль,20,male,76,59,72,medium,9,68,89
32418,Кудайбергенов Гулнара,24,male,86,51,60,low,6,91,60
32419,Кудайбергенов Тимур,21,male,78,62,64,medium,5,88,86
32420,Токтосунов Назгуль,20,female,51,90,88,low,3,52,55
32421,Токтосунов Марат,25,male,95,61,94,low,3,72,90
32422,Усенов Канат,20,male,65,66,93,high,0,78,70
32423,Асанов Жанара,23,male,67,59,100,high,5,61,80
32424,Исмаилов Жанара,22,male,67,71,80,high,1,97,82
32425,Исмаилов Бакыт,18,female,62,73,52,medium,5,66,79
32426,Кудайбергенов Эрмек,24,male,61,97,91,high,3,56,68
32427,Бекмурзаев Нурлан,19,male,98,82,68,medium,8,53,94
32428,Асанов Айжан,18,female,50,68,62,low,0,76,68
32429,Усенов Бегимай,24,male,92,71,56,low,6,57,97
32430,Сариев Канат,24,female,79,70,77,high,0,64,93
32431,Сариев Нурлан,23,female,61,98,87,medium,6,79,60
32432,Жумабаев Жамиля,24,female,81,62,67,low,4,92,64
32433,Токтосунов Айбек,18,male,86,100,64,medium,4,66,83
32434,Усенов Айгуль,23,female,68,72,58,medium,9,98,72
32435,Исмаилов Гулнара,19,male,54,97,85,low,3,59,83
32436,Токтосунов Бакыт,23,female,98,60,57,medium,4,86,74
32437,Кубатбеков Асель,21,male,56,59,79,medium,1,86,55
32438,Исмаилов Рустам,22,female,79,80,50,low,10,89,59
32439,Кубатбеков Эльмира,22,female,77,93,87,medium,0,70,75
32440,Жумабаев Айгуль,21,female,74,93,69,medium,10,53,92
32441,Бекмурзаев Бакыт,24,male,76,60,53,medium,2,72,84
32442,Токтосунов Айбек,22,male,62,51,88,medium,7,53,79
32443,Исмаилов Асель,25,male,58,87,62,low,8,69,55
32444,Бекмурзаев Бакыт,19,male,81,51,82,low,0,81,66
32445,Исмаилов Айгуль,22,male,75,82,87,low,3,96,97
32446,Кудайбергенов Кундуз,21,male,95,80,78,medium,2,97,73
32447,Кубатбеков Марат,23,male,69,57,57,high,6,93,61
32448,Исмаилов Асель,21,female,100,62,80,low,3,86,90
32449,Жумабаев Айгуль,20,male,70,96,94,low,2,76,54
32450,Асанов Марат,25,male,59,90,54,medium,8,94,93
32451,Токтосунов Жанат,23,female,76,53,93,medium,0,61,82
32452,Асанов Асель,22,female,70,68,90,low,2,74,83
32453,Исмаилов Рустам,18,female,51,87,65,medium,1,81,94
32454,Бекмурзаев Жамиля,25,female,83,93,56,low,7,86,50
32455,Кубатбеков Назгуль,20,female,70,53,91,high,8,57,100
32456,Шаршенов Эрмек,23,female,53,59,79,high,5,64,52
32457,Бекмурзаев Рустам,22,female,85,86,79,high,3,85,78
32458,Усенов Тимур,25,female,97,97,59,low,1,94,83
32459,Шаршенов Айбек,25,female,61,76,52,low,6,65,73
32460,Кубатбеков Азиз,18,male,78,56,71,low,8,64,88
32461,Бекмурзаев Асель,21,male,71,54,92,low,0,63,72
32462,Бекмурзаев Бакыт,18,male,98,86,63,medium,0,57,82
32463,Кубатбеков Айбек,19,male,86,100,81,medium,7,67,81
32464,Кудайбергенов Кундуз,25,male,70,53,56,medium,5,83,77
32465,Сариев Рустам,24,male,72,78,70,low,4,93,64
32466,Бекмурзаев Айгуль,25,female,85,78,85,low,2,69,73
32467,Сариев Бегимай,21,male,59,85,60,high,8,50,69
32468,Жумабаев Рустам,24,female,87,76,61,medium,1,77,52
32469,Исмаилов Тимур,18,male,75,73,61,medium,1,52,71
32470,Токтосунов Гулнара,18,male,64,94,61,high,0,74,54
32471,Жумабаев Тимур,18,female,77,90,54,high,4,73,55
32472,Асанов Жанат,18,male,93,95,84,low,3,73,95
32473,Токтосунов Гулнара,22,male,63,94,83,low,6,68,73
32474,Кубатбеков Бакыт,20,male,84,53,86,low,6,67,66
32475,Шаршенов Жанат,19,male,62,73,66,low,4,68,89
32476,Шаршенов Айбек,24,male,87,84,85,medium,7,52,95
32477,Токтосунов Назгуль,20,female,64,100,62,high,8,79,91
32478,Усенов Азиз,19,male,87,98,95,medium,6,78,100
32479,Кудайбергенов Марат,24,female,69,96,68,low,6,98,73
32480,Усенов Эрмек,18,female,67,87,81,low,7,57,53
32481,Жумабаев Канат,18,male,95,80,76,high,8,94,82
32482,Шаршенов Кундуз,24,male,86,54,98,low,3,76,75
32483,Усенов Эрмек,21,male,93,72,71,medium,6,57,77
32484,Сариев Бегимай,23,male,55,73,72,medium,2,82,89
32485,Бекмурзаев Марат,23,female,98,88,81,high,4,91,74
32486,Сариев Рустам,19,male,60,70,52,low,2,70,92
32487,Асанов Азиз,23,female,91,75,92,medium,9,78,98
32488,Бекмурзаев Айжан,22,male,82,82,89,low,9,76,65
32489,Сариев Канат,22,female,79,87,67,high,0,88,86
32490,Бекмурзаев Кундуз,22,female,80,66,60,medium,9,58,99
32491,Жумабаев Асель,23,male,98,63,95,low,7,95,80
32492,Шаршенов Бакыт,22,female,50,73,52,low,10,88,70
32493,Бекмурзаев Айгуль,21,male,53,97,89,low,10,72,91
32494,Исмаилов Марат,22,female,88,84,66,high,2,63,87
32495,Шаршенов Бакыт,25,female,52,63,59,high,4,53,65
32496,Кудайбергенов Кундуз,19,female,56,75,63,medium,5,57,94
32497,Асанов Айжан,20,female,60,81,97,low,6,51,73
32498,Бекмурзаев Канат,22,female,99,58,94,low,9,90,84
32499,Асанов Эрмек,21,female,88,53,59,high,10,100,92
32500,Бекмурзаев Жамиля,25,male,62,54,51,low,3,97,66
32501,Усенов Жанара,24,female,51,90,74,medium,6,96,82
32502,Жумабаев Эльмира,25,female,79,63,56,low,1,50,81
32503,Кубатбеков Асель,24,male,65,95,79,low,0,93,78
32504,Токтосунов Гулнара,19,female,82,97,60,medium,2,79,83
32505,Токтосунов Азиз,22,male,55,97,92,low,3,89,84
32506,Усенов Айгуль,21,male,98,75,89,high,7,94,79
32507,Шаршенов Эльмира,22,male,96,61,79,medium,1,98,82
32508,Сариев Эрмек,22,female,96,79,76,high,1,55,61
32509,Усенов Айжан,18,female,70,90,68,high,0,77,74
32510,Кудайбергенов Азиз,23,female,74,72,98,medium,5,52,90
32511,Усенов Бакыт,21,female,84,90,95,medium,5,54,66
32512,Шаршенов Гулнара,21,male,83,99,59,low,10,81,96
32513,Сариев Кундуз,19,female,88,63,99,low,1,50,61
32514,Сариев Азиз,20,male,50,71,92,high,7,79,63
32515,Асанов Назгуль,24,male,64,70,97,medium,2,92,71
32516,Шаршенов Рустам,22,female,99,81,67,medium,0,60,95
32517,Асанов Нурлан,19,female,50,79,71,medium,8,86,68
32518,Шаршенов Канат,21,male,95,82,57,low,7,93,56
32519,Усенов Жанара,20,male,85,52,93,high,3,55,53
32520,Усенов Кундуз,20,female,50,71,94,high,8,82,94
32521,Токтосунов Айбек,22,female,90,97,86,medium,5,90,56
32522,Исмаилов Тимур,20,female,53,59,52,high,9,73,92
32523,Бекмурзаев Бакыт,22,male,61,96,58,high,4,78,86
32524,Сариев Тимур,23,female,100,67,64,low,0,99,60
32525,Бекмурзаев Нурлан,24,male,50,66,78,low,5,63,56
32526,Шаршенов Айбек,20,female,52,84,86,medium,8,100,70
32527,Исмаилов Гулнара,19,female,94,85,89,low,2,95,54
32528,Кудайбергенов Эрмек,20,male,59,87,97,high,0,80,82
32529,Кубатбеков Бакыт,22,male,94,86,75,high,2,90,75
32530,Жумабаев Айгуль,20,male,81,57,79,medium,7,83,57
32531,Бекмурзаев Жанара,25,male,65,59,55,low,8,66,60
32532,Жумабаев Айжан,22,female,65,83,64,high,1,50,50
32533,Бекмурзаев Нурлан,22,male,86,63,51,medium,4,93,98
32534,Исмаилов Канат,21,male,54,66,68,high,5,78,50
32535,Жумабаев Марат,25,female,73,71,75,medium,4,78,81
32536,Токтосунов Канат,21,male,74,56,92,medium,5,51,77
32537,Токтосунов Назгуль,25,female,57,68,75,low,5,74,94
32538,Асанов Бегимай,25,male,62,90,98,medium,4,60,92
32539,Кудайбергенов Айбек,18,female,94,81,78,medium,3,64,85
32540,Усенов Бакыт,21,female,99,80,53,high,3,51,80
32541,Жумабаев Айбек,23,male,86,55,84,high,9,68,99
32542,Шаршенов Назгуль,24,female,89,82,81,medium,8,75,65
32543,Кудайбергенов Бегимай,25,male,84,83,88,low,10,54,80
32544,Кубатбеков Айгуль,24,female,79,91,70,low,3,92,51
32545,Сариев Айгуль,21,female,89,54,56,high,7,60,60
32546,Жумабаев Назгуль,19,female,84,61,60,high,10,60,71
32547,Исмаилов Кундуз,24,female,66,56,53,low,1,92,96
32548,Кубатбеков Тимур,20,male,99,91,63,low,0,97,89
32549,Жумабаев Нурлан,22,male,58,55,59,medium,4,82,72
32550,Шаршенов Рустам,18,male,84,58,79,low,9,95,61
32551,Бекмурзаев Гулнара,23,male,52,87,76,low,6,99,66
32552,Кудайбергенов Бакыт,25,male,52,54,70,medium,2,74,95
32553,Кудайбергенов Эльмира,22,female,93,90,73,medium,2,67,88
32554,Кубатбеков Азиз,25,male,73,61,79,medium,5,79,58
32555,Шаршенов Гулнара,20,female,52,68,100,low,1,59,56
32556,Кудайбергенов Айжан,20,male,56,57,63,high,7,60,60
32557,Кубатбеков Айжан,22,female,92,71,77,low,10,61,80
32558,Асанов Кундуз,19,female,75,52,97,high,6,68,97
32559,Шаршенов Рустам,25,male,69,58,55,medium,4,65,82
32560,Токтосунов Жанара,22,female,85,95,85,low,4,68,65
32561,Кубатбеков Жанара,18,female,80,88,59,low,4,65,64
32562,Бекмурзаев Айбек,24,female,97,83,98,medium,10,57,89
32563,Бекмурзаев Жанара,25,female,87,59,61,high,3,53,94
32564,Исмаилов Жамиля,18,male,74,96,54,medium,1,95,52
32565,Исмаилов Назгуль,19,male,96,98,65,medium,8,98,59
32566,Кубатбеков Нурлан,23,female,100,71,53,high,0,84,73
32567,Кудайбергенов Айбек,25,male,71,75,52,high,6,73,94
32568,Токтосунов Гулнара,19,male,90,75,95,medium,0,61,79
32569,Исмаилов Эрмек,23,male,100,86,83,high,4,67,65
32570,Токтосунов Эльмира,25,male,96,55,55,high,2,100,83
32571,Кубатбеков Айбек,18,male,62,65,88,high,8,83,88
32572,Бекмурзаев Нурлан,20,female,74,57,51,medium,4,88,88
32573,Исмаилов Айбек,18,female,67,88,73,high,1,84,52
32574,Жумабаев Рустам,18,male,75,71,77,low,5,91,70
32575,Усенов Назгуль,21,male,87,63,59,high,6,63,59
32576,Исмаилов Бегимай,21,male,56,88,63,low,5,55,54
32577,Исмаилов Эльмира,24,male,62,83,100,low,1,53,73
32578,Жумабаев Айбек,20,male,74,77,83,medium,4,62,58
32579,Сариев Бегимай,19,male,82,77,50,medium,0,60,96
32580,Жумабаев Эрмек,21,female,76,92,69,low,10,63,86
32581,Асанов Гулнара,23,male,89,61,87,high,10,76,60
32582,Кубатбеков Жамиля,22,female,91,86,70,high,3,87,62
32583,Кудайбергенов Гулнара,21,male,87,74,93,low,2,80,60
32584,Асанов Айбек,20,female,70,55,59,medium,2,51,73
32585,Шаршенов Жамиля,18,male,97,56,88,medium,3,81,78
32586,Жумабаев Рустам,19,male,67,76,87,low,6,70,84
32587,Сариев Жанат,25,male,55,54,97,high,6,88,73
32588,Кубатбеков Бегимай,24,female,68,87,60,medium,6,68,53
32589,Сариев Назгуль,24,male,77,55,86,low,2,76,91
32590,Усенов Рустам,22,female,75,93,79,medium,6,72,53
32591,Токтосунов Канат,21,female,56,69,74,high,3,58,85
32592,Асанов Жамиля,25,male,59,58,53,low,1,64,58
32593,Бекмурзаев Айжан,19,female,75,81,78,high,7,93,63
32594,Асанов Гулнара,18,female,51,51,62,low,10,67,61
32595,Асанов Жанат,23,female,95,71,80,high,0,86,75
32596,Токтосунов Нурлан,21,female,67,61,100,medium,0,77,64
32597,Исмаилов Жанат,19,male,51,92,51,medium,9,97,93
32598,Шаршенов Кундуз,19,female,58,75,86,high,7,56,63
32599,Жумабаев Эрмек,22,female,67,75,55,high,3,74,94
32600,Токтосунов Эльмира,21,male,79,52,91,low,2,54,57
32601,Сариев Тимур,22,male,81,78,60,medium,2,88,93
32602,Жумабаев Кундуз,22,female,56,58,86,low,6,50,98
32603,Бекмурзаев Жанара,22,female,65,89,55,low,3,87,86
32604,Исмаилов Жамиля,18,male,80,58,69,medium,4,58,90
32605,Кудайбергенов Бакыт,22,male,55,61,52,low,10,64,73
32606,Кудайбергенов Айбек,24,female,100,88,73,high,8,99,66
32607,Сариев Эрмек,24,male,82,71,69,high,6,65,67
32608,Асанов Назгуль,23,male,83,76,96,low,6,78,69
32609,Асанов Эльмира,20,male,65,91,53,medium,7,74,90
32610,Усенов Айгуль,19,female,72,98,60,low,8,68,54
32611,Бекмурзаев Жанара,21,female,90,95,94,high,5,98,60
32612,Шаршенов Жанат,21,female,81,62,57,low,10,75,58
32613,Асанов Жанара,22,female,84,78,95,medium,4,51,54
32614,Кудайбергенов Жанат,18,female,84,99,76,medium,4,79,59
32615,Токтосунов Рустам,19,male,82,93,95,high,9,76,73
32616,Кубатбеков Айбек,21,female,58,62,54,medium,0,99,52
32617,Кубатбеков Асель,20,female,51,68,85,high,3,81,88
32618,Шаршенов Кундуз,25,female,75,58,62,low,1,68,61
32619,Кудайбергенов Марат,21,female,93,76,63,low,9,98,67
32620,Бекмурзаев Эрмек,20,male,71,86,61,high,7,63,56
32621,Кудайбергенов Гулнара,18,female,57,100,97,high,4,88,75
32622,Исмаилов Жамиля,25,male,80,57,56,high,4,98,85
32623,Асанов Жанара,18,male,99,76,69,high,9,61,70
32624,Асанов Гулнара,24,female,69,64,71,medium,2,76,94
32625,Сариев Эльмира,23,male,59,97,85,low,7,54,53
32626,Кубатбеков Азиз,24,female,78,74,71,low,2,83,79
32627,Сариев Азиз,25,male,77,100,91,high,5,74,67
32628,Усенов Эльмира,23,male,84,67,55,medium,4,94,93
32629,Токтосунов Марат,19,male,84,70,58,low,4,68,61
32630,Сариев Эрмек,19,female,92,56,88,low,8,70,52
32631,Усенов Азиз,21,male,80,86,100,high,10,70,100
